0.1532161099	0.9455910224	1.4749802044
0.4374639792	0.4130743278	1.3759277508
0.8590394816	1.0274250453	0.8641835626
1.5040482200	1.0826156099	0.9777815786
1.5156433669	1.1751937739	0.9221276655
0               0               0
